MYCS,artist,song,ranking
0.91,the black eyed peas,just cant get enough,726
0.91,diana ross,touch me in the morning,727
0.91,ace of base,dont turn around,728
0.91,the allamerican rejects,gives you hell,729
0.91,Giveon,Peaches,730
0.91,reo speedwagon,keep on loving you,731
0.91,culture club,karma chameleon,732
0.91,bette midler,the rose,733
0.91,Elton John,Cold Heart (Pnau remix),734
0.91,bon jovi,livin on a prayer,735
0.91,one direction,what makes you beautiful,736
0.91,jon bon jovi,blaze of glory,737
0.91,tony orlando and dawn,knock three times,738
0.91,the weeknd,the hills,739
0.91,robert palmer,addicted to love,740
0.91,toni braxton,he wasnt man enough,741
0.91,tommy james and the shondells,crimson and clover,742
0.9,culture club,do you really want to hurt me,743
0.9,third eye blind,hows it going to be,744
0.9,three dog night,one,745
0.9,jennifer lopez featuring pitbull,on the floor,746
0.9,bell biv devoe,do me,747
0.9,the beach boys,help me rhonda,748
0.9,Drake,Nice for What,749
0.9,pitbull featuring kesha,timber,750
0.9,whitney houston,greatest love of all,751
0.9,janis joplin,me and bobby mcgee,752
0.9,paul young,everytime you go away,753
0.9,bee gees,too much heaven,754
0.9,joey scarbury,theme from the greatest american hero believe it or not,755
0.9,aretha franklin,until you come back to me thats what im gonna do,756
0.9,los lobos,la bamba,757
0.9,702,where my girls at,758
0.9,dionne farris,i know,759
0.9,lovin spoonful,summer in the city,760
0.9,50 cent,disco inferno,761
0.9,omi,cheerleader,762
0.9,quad city djs,cmon n ride it the train,763
0.9,al green,lets stay together,764
0.9,flo rida featuring sia,wild ones,765
0.9,bruno mars,locked out of heaven,766
0.9,James Arthur,Say You Won't Let Go,767
0.9,avril lavigne,complicated,768
0.9,Sean Paul,Cheap Thrills,769
0.9,kc and the sunshine band,im your boogie man,770
0.9,creed,higher,771
0.9,BTS,Butter,772
0.9,bee gees,jive talkin,773
0.9,r kelly,bump n grind,774
0.9,Doja Cat,Say So,775
0.9,three dog night,mama told me not to come,776
0.9,vicki lawrence,the night the lights went out in georgia,777
0.9,boyz ii men,motownphilly,778
0.9,soft cell,tainted love,779
0.9,ray j featuring yung berg,sexy can i,780
0.9,the music explosion,little bit o soul,781
0.9,hall  oates,sara smile,782
0.9,george michael,one more try,783
0.9,jkwon,tipsy,784
0.9,blu cantrell,hit em up style oops,785
0.9,Panic! at the Disco,High Hopes,786
0.9,shanice,i love your smile,787
0.9,akon,dont matter,788
0.9,richard marx,right here waiting,789
0.9,jeannie c riley,harper valley pta,790
0.9,bob featuring bruno mars,nothin on you,791
0.9,dr dre,nuthin but a g thang,792
0.9,mary j blige,be without you,793
0.9,john waite,missing you,794
0.9,rupert holmes,escape the pi~na colada song,795
0.9,frankie valli,grease,796
0.8999999999999999,the band perry,if i die young,797
0.8999999999999999,allure featuring 112,all cried out,798
0.8999999999999999,ludacris featuring pharrell,money maker,799
0.89,philip bailey and phil collins,easy lover,800
0.89,paul davis,i go crazy,801
0.89,hanson,mmmbop,802
0.89,looking glass,brandy youre a fine girl,803
0.89,lionel richie,all night long all night,804
0.89,boyz ii men,in the still of the nite,805
0.89,sheena easton,morning train nine to five,806
0.89,Lukas Graham,7 Years,807
0.89,eddie rabbitt and crystal gayle,you and i,808
0.89,tommy james and the shondells,i think were alone now,809
0.89,nelly paul wall and ali  gipp,grillz,810
0.89,Ariana Grande,"Thank U, Next",811
0.89,the weeknd,cant feel my face,812
0.89,Lil Wayne,I'm the One,813
0.89,jennifer lopez,if you had my love,814
0.89,ja rule featuring ashanti,always on time,815
0.89,atlantic starr,secret lovers,816
0.89,rihanna,take a bow,817
0.89,donna summer,macarthur park,818
0.89,roger miller,king of the road,819
0.89,michael bolton,how am i supposed to live without you,820
0.89,ti featuring justin timberlake,dead and gone,821
0.89,usher,confessions part ii,822
0.89,roger williams,born free,823
0.89,boyz ii men,water runs dry,824
0.89,tommy james and the shondells,crystal blue persuasion,825
0.89,abba,dancing queen,826
0.89,destinys child,no no no,827
0.89,mr big,to be with you,828
0.89,al green,tired of being alone,829
0.89,ray stevens,everything is beautiful,830
0.89,enrique iglesias featuring pitbull,i like it,831
0.89,eagles,best of my love,832
0.89,stevie b,because i love you the postman song,833
0.89,rihanna,sm,834
0.89,aaliyah,try again,835
0.89,terence trent darby,wishing well,836
0.89,gary numan,cars,837
0.89,bastille,pompeii,838
0.89,avril lavigne,girlfriend,839
0.89,adele,set fire to the rain,840
0.89,vangelis,chariots of fire,841
0.89,clint holmes,playground in my mind,842
0.89,everything but the girl,missing,843
0.89,boy meets girl,waiting for a star to fall,844
0.89,Lizzo,About Damn Time,845
0.89,wang chung,everybody have fun tonight,846
0.89,kool  the gang,jungle boogie,847
0.89,o c smith,little green apples,848
0.89,starland vocal band,afternoon delight,849
0.89,shaggy featuring rikrok,it wasnt me,850
0.888,crystal waters,100 pure love,851
0.888,69 boyz,tootsee roll,852
0.888,santana featuring alex band,why dont you  i,853
0.88,bread,make it with you,854
0.88,gloria estefan and miami sound machine,anything for you,855
0.88,aretha franklin,respect,856
0.88,minnie riperton,lovin you,857
0.88,leo sayer,you make me feel like dancing,858
0.88,destinys child,jumpin jumpin,859
0.88,maria muldaur,midnight at the oasis,860
0.88,goo goo dolls,slide,861
0.88,joe featuring mystikal,stutter,862
0.88,Rihanna,Needed Me,863
0.88,Olivia Rodrigo,Deja Vu,864
0.88,technotronic featuring felly,pump up the jam,865
0.88,tommy james and the shondells,mony mony,866
0.88,nancy sinatra,these boots are made for walkin,867
0.88,mariah carey,someday,868
0.88,foster the people,pumped up kicks,869
0.88,john travolta  olivia newtonjohn,youre the one that i want,870
0.88,honey cone,want ads,871
0.88,the fray,over my head cable car,872
0.88,madonna,ill remember,873
0.88,the cowsills,hair,874
0.88,barry manilow,i write the songs,875
0.88,reo speedwagon,cant fight this feeling,876
0.88,stories,brother louie,877
0.88,debbie gibson,lost in your eyes,878
0.88,ellie goulding,love me like you do,879
0.88,DaBaby,Whats Poppin,880
0.88,celine dion,my heart will go on,881
0.88,jewel akens,the birds and the bees,882
0.88,the fray,you found me,883
0.88,gloria loring and carl anderson,friends and lovers,884
0.88,rihanna featuring mikky ekko,stay,885
0.88,juvenile featuring soulja slim,slow motion,886
0.88,alanis morissette,ironic,887
0.88,adina howard,freak like me,888
0.88,right said fred,im too sexy,889
0.88,smokey robinson,cruisin,890
0.88,quarterflash,harden my heart,891
0.88,dr hook,when youre in love with a beautiful woman,892
0.88,dexys midnight runners,come on eileen,893
0.88,Lil Uzi Vert,XO Tour Llif3,894
0.88,crowded house,dont dream its over,895
0.88,jennifer lopez featuring ja rule,aint it funny,896
0.88,nelly p diddy and murphy lee,shake ya tailfeather,897
0.88,monica,for you i will,898
0.88,deniece williams,lets hear it for the boy,899
0.88,maroon 5,makes me wonder,900
0.88,young money featuring lloyd,bedrock,901
0.88,smokey robinson,being with you,902
0.88,the black eyed peas,dont phunk with my heart,903
0.88,jade,dont walk away,904
0.88,the chilites,oh girl,905
0.87,hozier,take me to church,906
0.87,jimmy eat world,the middle,907
0.87,the spinners,working my way back to youforgive me girl,908
0.87,Bruno Mars,Finesse,909
0.87,htown,knockin da boots,910
0.87,paula abdul and the wild pair,opposites attract,911
0.87,jimmy ruffin,what becomes of the brokenhearted,912
0.87,damn yankees,high enough,913
0.87,bruce springsteen,dancing in the dark,914
0.87,staind,its been awhile,915
0.87,samantha sang,emotion,916
0.87,50 cent featuring nate dogg,21 questions,917
0.87,the stylistics,you make me feel brand new,918
0.87,michael jackson,black or white,919
0.87,whitney houston,exhale shoop shoop,920
0.87,carl douglas,kung fu fighting,921
0.87,helen reddy,delta dawn,922
0.87,mel carter,hold me thrill me kiss me,923
0.87,the undisputed truth,smiling faces sometimes,924
0.87,Tones and I,Dance Monkey,925
0.87,Sam Smith,Dancing with a Stranger,926
0.87,nico  vinz,am i wrong,927
0.87,vanity fare,hitchin a ride,928
0.87,toto,rosanna,929
0.87,cheap trick,the flame,930
0.87,Flo Rida,My House,931
0.87,Ariana Grande,Positions,932
0.87,jimmy buffett,margaritaville,933
0.87,silver convention,fly robin fly,934
0.87,"jason der""ulo",in my head,935
0.87,brandy,have you ever,936
0.87,shop boyz,party like a rockstar,937
0.87,missy elliott featuring ciara and fatman scoop,lose control,938
0.87,the doors,hello i love you,939
0.87,petey pablo,freekaleek,940
0.87,marvin gaye,too busy thinking about my baby,941
0.87,daft punk featuring pharrell williams,get lucky,942
0.87,21 Savage,Rich Flex,943
0.87,will smith,gettin jiggy wit it,944
0.87,bob seger  the silver bullet band,shame on the moon,945
0.87,peter cetera,glory of love,946
0.87,starship,we built this city,947
0.87,cassie,me  u,948
0.87,sisqo,thong song,949
0.87,Future,Mask Off,950
0.87,gloria estefan,dont wanna lose you,951
0.87,Lil Nas X,Thats What I Want,952
0.87,katy perry,i kissed a girl,953
0.87,gallery,nice to be with you,954
0.87,stevie wonder,i was made to love her,955
0.87,katy perry,last friday night tgif,956
0.87,blues traveler,runaround,957
0.87,juice newton,queen of hearts,958
0.87,atlantic starr,always,959
0.87,saltnpepa and en vogue,whatta man,960
0.87,david naughton,makin it,961
0.864,no doubt featuring lady saw,underneath it all,962
0.864,sheryl crow,if it makes you happy,963
0.86,air supply,lost in love,964
0.86,u2,with or without you,965
0.86,backstreet boys,i want it that way,966
0.86,pet shop boys,west end girls,967
0.86,cyndi lauper,girls just want to have fun,968
0.86,cornelius brothers  sister rose,treat her like a lady,969
0.86,daryl hall  john oates,i cant go for that no can do,970
0.86,billy paul,me and mrs jones,971
0.86,donna summer,she works hard for the money,972
0.86,taylor swift featuring kendrick lamar,bad blood,973
0.86,all4one,i can love you like that,974
0.86,gary puckett  the union gap,young girl,975
0.86,electric light orchestra,telephone line,976
0.86,the jackson 5,abc,977
0.86,janet jackson,escapade,978
0.86,huey lewis and the news,the power of love,979
0.86,dj snake and lil jon,turn down for what,980
0.86,Mike Posner,I Took a Pill in Ibiza,981
0.86,frank sinatra,strangers in the night,982
0.86,katy perry,wide awake,983
0.86,the pointer sisters,fire,984
0.86,diana ross,love hangover,985
0.86,blondie,rapture,986
0.86,usher,u remind me,987
0.86,Imagine Dragons,Enemy,988
0.86,gin blossoms,follow you down  til i hear it from you,989
0.86,eric clapton,lay down sally,990
0.86,jodeci,lately,991
0.86,p diddy featuring usher and loon,i need a girl part one,992
0.86,the doobie brothers,black water,993
0.86,meredith brooks,bitch,994
0.86,henry mancini,love theme from romeo and juliet,995
0.86,john mellencamp featuring meshell ndegeocello,wild night,996
0.86,rihanna,rude boy,997
0.86,billy ray cyrus,achy breaky heart,998
0.86,warrant,heaven,999
0.86,billy ocean,get outta my dreams get into my car,1000
0.86,Beyoncé,Savage,1001
0.86,junior walker  the all stars,shotgun,1002
0.86,al wilson,show and tell,1003
0.86,Swae Lee,Unforgettable,1004
0.86,bette midler,from a distance,1005
0.86,bobby vee,come back when you grow up,1006
0.86,pussycat dolls featuring snoop dogg,buttons,1007
0.86,mariah carey,shake it off,1008
0.86,Ella Mai,Boo'd Up,1009
0.86,keri hilson featuring kanye west and neyo,knock you down,1010
0.86,jennifer lopez featuring ll cool j,all i have,1011
0.86,chuck berry,my dingaling,1012
0.852,laura branigan,gloria,1013
0.85,taylor swift,i knew you were trouble,1014
0.85,pink,there you go,1015
0.85,billy ocean,therell be sad songs to make you cry,1016
0.85,Dua Lipa,New Rules,1017
0.85,twista featuring kanye west and jamie foxx,slow jamz,1018
0.85,whitney houston,all the man that i need,1019
0.85,the box tops,cry like a baby,1020
0.85,Bruno Mars,24K Magic,1021
0.85,bee gees,tragedy,1022
0.85,the jackson 5,the love you save,1023
0.85,the killers,mr brightside,1024
0.85,the rolling stones,miss you,1025
0.85,brandy,sittin up in my room,1026
0.85,the buckinghams,kind of a drag,1027
0.85,keith sweat,nobody,1028
0.85,duice,dazzey duks,1029
0.85,enrique iglesias featuring ludacris and dj frank e,tonight im lovin you,1030
0.85,jim stafford,spiders and snakes,1031
0.85,usher,u dont have to call,1032
0.85,jamie foxx featuring tpain,blame it,1033
0.85,jody watley,looking for a new love,1034
0.85,eminem featuring rihanna,the monster,1035
0.85,expose,seasons change,1036
0.85,sergio mendes,never gonna let you go,1037
0.85,pablo cruise,whatcha gonna do,1038
0.85,raydio,a woman needs love just like you do,1039
0.85,seals and crofts,get closer,1040
0.85,milli vanilli,girl im gonna miss you,1041
0.85,jagged edge featuring nelly,where the party at,1042
0.85,luther ingram,if loving you is wrong i dont want to be right,1043
0.85,Justin Bieber,I Don't Care,1044
0.85,mariah carey,ill be there,1045
0.85,r kelly and celine dion,im your angel,1046
0.85,the beatles,we can work it out,1047
0.85,heart,all i wanna do is make love to you,1048
0.85,sweet,the ballroom blitz,1049
0.85,bryan adams,have you ever really loved a woman,1050
0.85,edgar winter group,frankenstein,1051
0.85,Arizona Zervas,Roxanne,1052
0.85,major lazer and dj snake featuring mo,lean on,1053
0.85,mims,this is why im hot,1054
0.85,elton john,little jeannie,1055
0.85,Ty Dolla Sign,Work from Home,1056
0.85,usher,my way,1057
0.85,simple minds,dont you forget about me,1058
0.85,lady gaga featuring beyonce,telephone,1059
0.85,tommy tutone,8675309jenny,1060
0.85,christina aguilera,beautiful,1061
0.85,mariah carey,without you  never forget you,1062
0.85,sonny  cher,i got you babe,1063
0.85,duran duran,the reflex,1064
0.85,james taylor,youve got a friend,1065
0.85,the youngbloods,get together,1066
0.85,flo rida,good feeling,1067
0.8400000000000001,hootie  the blowfish,only wanna be with you,1068
0.84,christopher cross,ride like the wind,1069
0.84,neyo,so sick,1070
0.84,dobie gray,drift away,1071
0.84,shaggy,angel,1072
0.84,andrea true connection,more more more,1073
0.84,bertie higgins,key largo,1074
0.84,pitbull,i know you want me calle ocho,1075
0.84,billy joel,just the way you are,1076
0.84,madonna,music,1077
0.84,mariah carey,my all,1078
0.84,david essex,rock on,1079
0.84,peter mccann,do you wanna make love,1080
0.84,rihanna,dont stop the music,1081
0.84,Quavo,Intentions,1082
0.84,guns n roses,november rain,1083
0.84,busta rhymes and mariah carey featuring flipmode squad,i know what you want,1084
0.84,neil diamond,cracklin rosie,1085
0.84,simple minds,alive and kicking,1086
0.84,the young rascals,good lovin,1087
0.84,toni braxton,you mean the world to me,1088
0.84,nickelback,someday,1089
0.84,duran duran,hungry like the wolf,1090
0.84,roxette,the look,1091
0.84,jesus jones,right here right now,1092
0.84,a great big world and christina aguilera,say something,1093
0.84,blondie,the tide is high,1094
0.84,Gayle,ABCDEFU,1095
0.84,miley cyrus,we cant stop,1096
0.84,arthur conley,sweet soul music,1097
0.84,pink,raise your glass,1098
0.84,kool  the gang,cherish,1099
0.84,olivia newtonjohn,a little more love,1100
0.84,maxi priest,close to you,1101
0.84,flo rida,whistle,1102
0.84,jason derulo,want to want me,1103
0.84,2pac featuring kci  jojo  featuring dr dre,how do u want it  california love,1104
0.84,Calvin Harris,This Is What You Came For,1105
0.84,the friends of distinction,grazing in the grass,1106
0.84,jean knight,mr big stuff,1107
0.84,Alessia Cara,Stay,1108
0.84,Chris Brown,Under the Influence,1109
0.84,50 cent,just a lil bit,1110
0.84,daughtry,its not over,1111
0.84,the 5th dimension,stoned soul picnic,1112
0.84,bj thomas,hey wont you play another somebody done somebody wrong song,1113
0.84,gary lewis  the playboys,this diamond ring,1114
0.84,smash mouth,all star,1115
0.84,whitesnake,is this love,1116
0.84,lisa lisa and cult jam,head to toe,1117
0.84,cyndi lauper,time after time,1118
0.84,The Kid Laroi,Without You,1119
0.84,neil young,heart of gold,1120
0.84,XXXTentacion,Sad!,1121
0.84,robin s,show me love,1122
0.83,peabo bryson and regina belle,a whole new world,1123
0.83,tom cochrane,life is a highway,1124
0.83,dawn,candida,1125
0.83,heart,never,1126
0.83,elton john,can you feel the love tonight,1127
0.83,hugh masekela,grazing in the grass,1128
0.83,melissa manchester,you should hear how she talks about you,1129
